,0
841,"Maybe the answer to the nagging question could be answered only by women.Dickinson thereafter proposed to write a book he never published -- one that would be addressed to men, husbands in particular, to teach them how to give pleasure to women.Waves of research on female sexual response followed throughout the 20th century, a time when Western society attempted to regulate pleasure by studying it in metric forms and through tortuous interviews and searching questionnaires.
Dr. Dickinson may be spinning in his grave now.Psychologist Lenore Tiefer, who testified before the FDA panel Friday, put it well when she remarked that if the drug had been approved, it would have given women the false impression that they can take a pill to get ""the sex life they read about, the one they think everyone else is having."
842,"Washington (CNN) -- The Transportation Security Administration Tuesday said it is launching a ""full review"" of an incident in which the agency posted on the Internet a sensitive manual outlining screening procedures for law enforcement officers, diplomats, prisoners, federal air marshals and others.In a statement Tuesday night, the TSA sought to minimize the impact of the unintentional release -- calling the document ""outdated,"" ""unclassified"" and unimplemented -- while saying that it took the incident ""very seriously,"" and ""took swift action"" when it was discovered.Congressional critics, meanwhile, lambasted the agency and called for an independent investigation.
But the redacted information was not properly protected, and the information was restored by people familiar with the computer program.The TSA said the posted manual -- dated May 28, 2008, with an implementation date of June 30, 2008 -- was never implemented and has been revised six times, although it did not elaborate on the extent of the revisions."
843,"Attempts to reach Padgett were not immediately successful Friday.Department of Labor spokesman Jesse Lawder said OSHA referred the matter to the inspector general in January, immediately after allegations first surfaced, and that the agency is awaiting the results of that investigation.In the complaint, SeaWorld alleges Padgett attended the 2013 Sundance Film Festival with ""Blackfish"" producers and accepted lodging free of charge.SeaWorld provided CNN with several purported photos of Padgett, lifted from what appear to be her personal social media accounts, showing the federal employee in various photos with the film's cast and crew -- including a picture of the group in a ""Charlie's Angels"" pose, complete with air guns, at the film's premiere in New York.The company also accused Padgett of disclosing confidential information.
""Blackfish"" associate producer Tim Zimmermann asked to borrow a witness' thumb drive and was subsequently seen working with Padgett on a laptop computer, the complaint says.The witness then found new documents related to OSHA's investigation on the drive after it was returned -- documents, the complaint states were clearly labeled as SeaWorld trade secrets.
""What's more, Padgett was not invited to Sundance by the ""Blackfish"" crew, Zimmermann said.
'Blackfish' does not have any, did not use any confidential documents,"" Zimmermann said."
844,"LAHORE, Pakistan (CNN) -- Police raided an Islamic school and arrested seven students hours after a blast in a mosque in northern Pakistan left at least 50 dead and dozens injured, according to an Associated Press report.A man, right, mourns the death of his two sons in a suicide attack near Peshawar that killed at least 50.A bomb, packed with ball-bearings and nails, tore through Eid prayers at a mosque packed with hundreds of worshippers northeast of Peshawar on Friday, targeting Aftab Ahmad Khan Sherpao, former Pakistani interior minister, local police told CNN.The blast left blood-stained clothes, hats and shoes as well as body parts and pieces of flesh scattered across the mosque, according to reports.The attack is the most recent in a series of attacks in Pakistan's North West Frontier Province and occurred near Sherpao's residence in Charsadda -- an area approximately 28 miles (45 kilometers) northeast of the city of Peshawar."
845,"He pleaded not guilty.Boston Marathon Terror Attack: Fast FactsIn the ensuing investigation of the marathon bombings, authorities also questioned Todashev, who had moved to Florida.While being questioned in his home May 22 by an FBI agent and Massachusetts state police officers, Todashev admitted he played a direct role in the Waltham killings and implicated Tamerlan Tsarnaev as well, a federal law enforcement source told CNN at the time.Todashev told investigators the men were killed during a drug ripoff because he and Tsarnaev were afraid they would be able to identify them and tell police what happened, according to a law enforcement source.A U.S. government official briefed on the investigation said that while being questioned, Todashev suddenly knocked over a table, brandished ""a long-handled object"" and lunged at the FBI agent, who shot and killed him."
846,"Roux said the sounds could have been Pistorius trying to break down the bathroom door with a cricket bat.Pleading not guiltyLawyers had briefly detoured Wednesday into another of the four charges Pistorius faces, related to the discharge of a gun he was holding in a crowded restaurant in Johannesburg about a month before the killing.Pistorius pleaded not guilty Monday to one charge of murder and a firearms charge associated with Steenkamp's killing as well as the two gun indictments unrelated to her death.The trial is expected to take at least three weeks.In South Africa, premeditated murder carries a mandatory life sentence, with a minimum of 25 years."
847,"(CNN) -- France beat heroic 14-man Wales 9-8 in Auckland Saturday to reach the final of the Rugby World Cup.The match was overshadowed by the 18th minute dismissal of Wales captain Sam Warburton for a dangerous tackle.It looked to be a harsh decision by Irish referee Alain Rolland and tipped the match in France's favor although they had to withstand a late Welsh onslaught to maintain their slender lead.Wales had led 3-0 through a James Hook penalty before losing their skipper, but a pair of Morgan Parra penalties put France 6-3 ahead at the interval.He increased that lead to 9-3 with his third penalty early in the second half only for Wales to hit back through a clever solo try by scrum half Mike Phillips.Stephen Jones, a second half replacement for Hook, missed the conversion as it hit the post before Wales had a second chance to take the lead in the closing moments.Fortunate to win a penalty on the halfway line, Leigh Halfpenny's kick was accurate but dipped just under the posts.Wales spent the remainder of the match with the bulk of possession but were unable to work an opening to leave the French to contemplate a final against either hosts New Zealand or Australia who play the second semifinal Sunday on the same ground.But at the end, the main talking point was the crucial red card for Warburton, whose tackle on Vincent Clerc lifted the French wing off his feet as he released a pass.Blog: Why New Zealand must win the World CupRolland believed the infringement merited dismissal rather than a sin-bin offense or warning but former World Cup winning captain Francois Pienaar of South Africa thought otherwise."
848,"WASHINGTON (CNN) -- Former South African President Nelson Mandela is to be removed from a U.S. terrorism watch list under a bill President Bush signed Tuesday.Mandela and other members of the African National Congress have been on the list because of their fight against South Africa's apartheid regime, which gave way to majority rule in 1994.Apartheid was the nation's system of legalized racial segregation that was enforced by the National Party government between 1948 and 1994.The bill gives the State Department and the Homeland Security Department the authority to waive restrictions against ANC members.
""He had no place on our government's terror watch list, and I'm pleased to see this bill finally become law,"" said Sen. John Kerry of Massachusetts.South Africa's apartheid government had designated the ANC a terrorist organization during the group's decades-long struggle against whites-only rule."
849,"(CNN) -- The International Criminal Court unsealed an arrest warrant Thursday for Ivory Coast's former first lady, accusing her of crimes against humanity in the aftermath of her husband's election defeat in 2010.Read more: Political tensions rise as Gbagbo's top allies arrestedIt says that Simone Gbagbo, wife of Laurent Gbagbo, is wanted ""for her individual criminal responsibility as regards the crimes against humanity of murder, rape and other forms of sexual violence, persecution and other inhumane acts committed during the post-election crisis"" beginning November 28, 2010.Laurent Gbagbo, then the incumbent president, refused to step down after Alassane Ouattara was declared the winner of the election."
850,"BOSTON, Massachusetts (CNN)  -- The operator of a trolley that rear-ended another trolley should have been able to see the other vehicle was stopped 480 feet ahead, a federal investigator said Monday.Passengers walk past firefighters at a Green Line station in Boston after the trolley collision Friday evening.The trolley driver has told investigators he was text messaging during Friday night's collision, which injured 20 people.The Massachusetts Bay Transportation Authority, which previously had banned operators from using cell phones and other portable devices, now has told employees to leave the devices at home while on duty, National Transportation Safety Board member Debbie Hersman said Monday.Hersman also noted investigators have determined that the operator may have missed some crucial indications of a stopped trolley ahead on the tracks."
851,"Marshals Service -- the latest discovery in a wave of violence that has gripped towns along the U.S.-Mexican border in recent months.The body of Deputy Marshal Vincent Bustamante was found Wednesday in Juarez, Mexico.The body of Deputy Marshal Vincent Bustamante -- who faced federal charges of stealing weapons and other government property -- was found in Juarez on Wednesday, said Marshals Service spokesman Jeff Carter.Bustamante appeared to have been shot in the back of the head, a federal law enforcement source said.Chihuahua state police said the body had multiple wounds to the head -- apparently consistent with an execution-style shooting, according to Edgar Roman, a reporter with XHIJ television in Juarez."
852,"These are the first charges against Chinese state officials for what the U.S. says is a widespread problem, U.S. officials told CNN before Holder's remarks.But in a written statement Tuesday, China's Foreign Ministry said ""it is widely known that the U.S. has for a long time been using its advanced technology and infrastructure to perpetrate large scale theft of secrets and eavesdropping against foreign political leaders, enterprises and individuals.
""Qin also revealed China would be suspending its involvement in the joint China-U.S. Cyber Working Group, set up in April last year to work on measures to address cybersecurity -- an issue that has driven a wedge between the two governments in the past.What we know about the Chinese army's alleged cyber spying unitPresident's concernAt a regular news briefing at the White House, press secretary Jay Carney was asked about Monday's developments."
853,"(CNN) -- Novak Djokovic has beaten Juan Martin Del Potro 6-3 6-2 in Saturday's Cincinnati Masters semi final to continue his fine run of form in the build up to the U.S. Open.The semi final in Ohio represented a rematch of the bronze medal match at the London Olympics, which Del Potro won.The Serbian will face world number one Roger Federer in the final after he ran out 7-6 6-3 over his fellow Swiss Stanislas Wawrinka.Djokovic, who has lost in the final at Cincinnati three times before, always looked comfortable against Del Potro, with the Serbian showing the form that helped him win the U.S. Open in 2011.
""The Cincinnati crown is one of only three Masters crown the former world number one has yet to win.Del Potro had several opportunities to take the lead, but struggled to make the most of his chances.
Against Novak, or the top players, if you don't take your opportunities, you will lose for sure,"" the Argentine star told the official website.The 2009 U.S. Open winner, Del Potro was struggling with a wrist injury throughout the match, having to take pain killers at the end of the first set."
854,"""Dancing with danger is part of the job description for each and every racing driver.Last week's race at Suzuka was, however, made more complex by rain swirling around the incoming Typhoon Phanfone.When the race began at 3pm local time, the field completed two opening laps behind the safety car before being called back to the pit lane to wait until track conditions improved.The race restarted after a 20-minute delay and Bianchi's accident came as more heavy rain coincided with fading day light as the race reached its climax.The events stirred echoes of the 1976 Japanese Grand Prix when Niki Lauda effectively handed the world title to rival James Hunt by choosing not to race as a deluge swamped the Fuji circuit.Lauda, now a guiding voice for the Mercedes drivers as the team's non-executive chairman, argued his life was worth more than the world title.In contrast, Watson, racing for the Penske-Ford team, was one of the drivers who decided to drive despite the dangers."
855,"OUTSIDE TBILISI, Georgia (CNN)  -- Evidence of the fighting is everywhere in the Georgian city of Gori -- blood on the ground, the smell of smoke in the air, and wrecked cars in the street, according to a CNN crew that drove through the area.A Gori resident outside her apartment block, which was shelled during the conflict.Although Georgian officials and witnesses said Russian jets shelled parts of the city Tuesday morning, a Russian general denied it.
""Nagovitsin was referring to the Georgian incursion into the breakaway republic of South Ossetia, which preceded the Russian involvement.The attacks in Gori, about 50 miles northwest of the capital Tbilisi, occurred before Russian President Dmitry Medvedev and French President Nicolas Sarkozy announced a plan late in the day for ending the conflict in Georgia."
856,"(CNN)With help from some filmmakers, 102-year-old Alice Barker went back in time.Barker was a dancer in such New York nightspots as the Cotton Club and the Cafe Zanzibar in the 1930s and 1940s, part of chorus lines that entertained alongside notables including Bill ""Bojangles"" Robinson and Frank Sinatra.There were motion pictures made of Barker, but she had never seen any of them.
Moreover, her photographs and memorabilia had all been lost over the years.So she had never seen herself actually dancing -- until now.Mark Cantor of jazz-on-film.com and some volunteers put together a video of ""soundies"" -- early music videos -- and showed them to Barker at the nursing home where she lives.The ageless dancer was delighted."
857,"""Biodiversity loss is moving ecological systems ever closer to tipping point beyond which they will no longer be able to fulfill their vital functions,"" said Secretary-General Ban Ki-moon on the International Day for Biological Diversity,  which is being marked in 11 countries.More coverage: EnvironmentA report released in late April by researchers from the United Nations Environment Program showed that world leaders had failed on a 2002 commitment to reduce the global rate of biodiversity loss by 2010.It found that since 1970 animal populations had dropped 30 percent, the area covered by mangroves and sea grasses was down 20 percent and the coverage of living corals had fallen 40 percent."
858,"""With the email, she included a picture of the items, spread out on her carpet.Most of the artifacts Carol Armstrong had made available to the museum prior to her closet find, weren't any actual flown artifacts, but were still exciting, Allan Needell the Apollo curator at the National Air and Space Museum told CNN.Carol Armstrong's locating the bag and turning to the museum ""to help determine the significance of the items it was an immense honor and challenge,"" Needell said.The physical challenge of conserving and protecting the items, which Carol Armstrong shipped to the National Air and Space Museum, along with the intellectual challenge of determining what they were led Needell to enlist a team of experts from the Apollo Lunar Surface Journal (ALSJ).For a year, the team worked to document and understand the ""function and significance of each of the items in the bag,"" confirming recently that a few definitely came from Neil Armstrong's Apollo 11 mission.The first they were able to verify was the white cloth bag in which the items were found.The temporary stowage bag was often called the ""McDivitt purse,"" named after Apollo 9 Commander James McDivitt, who suggested astronauts might need a place to temporarily stow items.Evidence that the bag and its contents were a part of the moonwalk mission were confirmed through Armstrong's own words.He's recorded as having said, ""You know that that one's just a bunch of trash that we want to take back -- LM parts, odds and ends, and it won't stay closed by itself."
859,"""We welcome Phi Kappa Psi, and we look forward to working with all fraternities and sororities in enhancing and promoting a safe environment for all,"" UVA President Teresa A. Sullivan said.In November, Rolling Stone published ""A Rape on Campus"" featuring a woman identified only as Jackie.
UVA shut down Greek social life on November 21, two days after the article was published.But there were problems with the reporting.Within days, critics began to question some of the story's details, as well as Rolling Stone's decision not to contact the alleged attackers.The Washington Post, CNN and other news outlets followed up, identifying a number of contradictions and discrepancies.For example, two of Jackie's friends told CNN that numerous details of the alleged attack described in Rolling Stone were entirely different from what Jackie told them that night."
860,"But he said his government has launched its own investigation into India's allegations that the gunmen who killed more than 160 people in Mumbai had links to Pakistan.The acknowledgment came three days after Pakistani security forces raided an LeT camp near Muzaffarabad, the capital of Pakistani-controlled Kashmir, in the first sign of government action against Lashkar-e-Tayyiba since the three-day siege of India's financial capital.Both LeT and Jaish-e-Muhammad were formed to battle Indian rule in the divided Himalayan territory of Kashmir, and both were banned after a 2001 attack on the Indian parliament that brought the South Asian nuclear rivals to the brink of war.The United States has listed LeT as a terrorist group with ties to Osama bin Laden's al Qaeda network."
861,"""""There's a moment in time when the child realizes that something is wrong, that they can't break themselves from the suction,"" Korn said.The statistics for entrapment are probably grossly underestimated (only 33 deaths have been officially listed as being caused by entrapment between 1985 and 2004) because nobody knew the dangers that lurked at the bottom of the pool, according to Safe Kids USA, which was founded by Children's National Medical Center in Washington.That was until Baker, Safe Kids USA and legislators lobbied for a law so those deaths were not in vain.The law applies to all pools with public access, including those at hotels, apartments and residential communities.But experts advise owners of residential pools, like the one Virginia Graeme Baker died in, to make the modifications, too.Several pool operators nationwide who spoke to CNN said they simply weren't given enough time to get the covers and claimed some models weren't available until weeks before the law went into effect."
862,"Today, as director general of the United Nations Industrial Development Organization (UNIDO), Yumkella is using his experiences to ensure no one in the world is left in the dark.An outspoken advocate of energy access, Yumkella is working to prove that there are smarter power strategies that can benefit all nations.
So if you want to fix climate change, you need an energy revolution.CNN: Do you think it's possible to eliminate energy poverty around the world by 2030?KY: We believe it's doable.
But people rather talk about poverty alleviation, saving the poor people in Africa than talking about a true partnership with Africa to transform those economies."
863,"At least four were killed in Sohag and one in Beni Seouif in clashes between supporters of the Muslim Brotherhood and security.Violations reported by rights groups monitoring the vote ranged between campaigning for ""yes"" votes inside or near polling stations and preventing Christian voters from reaching polling stations in parts of Upper Egypt, which has a history of sectarian strife and is known for the strong presence of Islamist groups.Tuesday's deaths were the latest twist in three years of political upheaval marked by two presidential departures and hundreds of deaths.Deep political divideThe referendum is the first national vote since the ouster of the democratically elected President Mohamed Morsy."
864,"NEW YORK (CNN)  -- An employee of a luxurious New York hotel has been arrested in connection with the slaying of a woman in one of the hotel's residential condominiums, police say.The Jumeirah Essex House is a landmark on Central Park South in New York.Derrick Praileau, 29, faces second-degree murder charges in connection with the death of Andree Bejjani, 44.Police said Bejjani, who was originally from Lebanon, had moved to New York from Dubai, United Arab Emirates, and had been staying in a residential condominium at the Jumeirah Essex House since August.Bejjani's nude body was found Saturday afternoon on the 10th floor of the hotel on Central Park South."
865,"(CNN) -- A car and train collided Tuesday morning in Baltimore, leaving two people dead, police said.The MARC commuter train with about 20 passengers crashed into a SUV with two people inside, Baltimore police Detective Jeremy Silbert said.One occupant died on the scene; the other was transported to the hospital and died.
CNN affiliate WBFF quickly reported the crash on Twitter."
866,"POTOMAC, Maryland (CNN)  -- To combat the depression and despair during her 105-day stint in Iran's notorious Evin prison, Haleh Esfandiari welcomed all distractions and blocked thoughts of her beloved home and family.Haleh Esfandiari talks to Iranian media in front of Evin prison after her August 21 release.The Iranian-American scholar, who was charged with espionage and endangering Iranian national security during a December visit to her family, wrote a book in her mind, read newspapers, watched television and exercised voraciously.
And that was the beginning of the saga,"" she said.That somebody, according to the Wilson Center, was an official with Iran's Ministry of Intelligence.Beginning on January 4, Esfandiari was subjected to weeks of interrogations, sometimes as many as four a week and some lasting as long as eight hours, according to the Wilson Center."
867,"WASHINGTON (CNN) -- President Barack Obama reached out to Iran on Friday -- the start of the Iranian New Year -- in a video message offering ""the promise of a new beginning"" that is ""grounded in mutual respect.
""The United States, several European nations and Israel suspect that Tehran has been trying to acquire the capacity to build nuclear weapons, but Iran says its nuclear program is solely for peaceful purposes.Last month, the Washington-based Institute for Science and International Security released a report saying that Iran has reached ""nuclear weapons breakout capability"" -- it has enough uranium to make a nuclear bomb.The report was based on an analysis of data from the International Atomic Energy Agency."
868,"""The Beautiful Life"" got at least two episodes in before the CW gave it the ax, spared from that TV-land rarity: the single episode show.Although the jury's still out on which series will last to see this year's November sweeps, none of them (as their developers are certainly thankful about) can be lumped in with the truly cringe-worthy and sadly uninteresting one-episode wonders.Here are some of the shows that saw the light of your television screen for just a single episode.1.
Known as the show that started the idea of the quick hook, CBS's 1961 live celebrity game show ""You're in the Picture"" was hosted by Jackie Gleason.
""Turn On,"" a similar comedy show, hit ABC's airwaves in February 1969 and was so controversial, it was turned off after just one episode.3.
It's true that there isn't much reality television fans won't watch, but CBS's 2005 series ""The Will"" was one of them."
869,"His dream of ordination came true, but his relationship with parishioners has become the object of international scrutiny.Now 82 years old, Markey is sitting in an Indiana jail awaiting extradition to Ireland to face the charge that he raped a boy more than 40 years ago.His story is part of a growing crisis in the Irish Catholic Church, which has recently admitted its leaders hid, moved and even exported suspected pedophile priests abroad to cover up horrific crimes.Deeply Catholic Ireland has been badly shaken by a government-backed report that found the Archdiocese of Dublin and other church authorities covered up child abuse by priests from 1975 to 2004."
870,"Six people who were arrested in Iran for dancing in a YouTube video to Pharrell Williams' song ""Happy"" have been freed, the International Campaign for Human Rights in Iran said Wednesday, citing a source close to the families.The director of the video was not released, the group said.One of the six announced that she was freed.
""The fan video is one of many to the hit song that has sold millions of downloads worldwide.Tehran Police Chief Hossein Sajedinia ordered the arrests of the three men and three women for helping make an ""obscene video clip that offended the public morals and was released in cyberspace,"" the Iranian Students' News Agency reported Wednesday."
871,"Rules dating back centuries decree that the crown passes to the eldest son and is only bestowed on a daughter when there are no sons.All this changed at an October 2011 meeting of the leaders of 16 Commonwealth countries in Perth, Australia, where they unanimously agreed to amend the succession rules.CNN examines the background to a controversial and long-running debate.Latest: William and Catherine expecting royal childWhat prompted the change?The issue has been discussed in the UK for many years -- and changes have been proposed before -- but it requires an act of parliament and the agreement of the 15 other realms where British royalty is the head of state to alter the rules of succession.Successive UK governments have failed to find parliamentary time to debate proposals to change the law."
872,"The so-called vaccine court has handled such disputes and was designed to ensure a reliable, steady supply of the drugs by reducing the threat of lawsuits against pharmaceutical firms.The questions in the latest case are whether such liability claims can proceed, if the vaccine-related injuries could have been avoided by better product design, and if federal officials had approved another, allegedly safer drug.
Their lawyers said the 24-year-old law does not ban all lawsuits, especially those filed when the harmful side effects were avoidable.A federal appeals court eventually ruled for Wyeth, now owned by Pfizer Inc., concluding that all design-defect claims were barred under statute."
873,"(CNN) -- An Indiana man is demanding a direct apology from a Transportation Security Administration agent in Florida who, the man says, spilled his grandfather's ashes during an airport bag check and then laughed off the incident.And John Gross is also demanding that the TSA release any security surveillance tapes of the incident, tapes that the federal agency said simply don't exist.Gross, 30, was returning home from visiting family in Orlando, Florida, on June 19, carrying with him a portion of his grandfather's ashes that had been passed along by an uncle -- a ""real sentimental kind of guy,"" said Gross -- when he approached TSA screeners."
874,"They're the most powerful couple in the country but President Barack Obama and the First Lady Michelle Obama say they're sometimes still treated like the help.Speaking to People Magazine, the first lady recounts a trip to Target when a fellow customer asked for assistance with an item -- not recognizing her as the wife of the President of the United States.
It's another thing for my son to be mistaken for a robber and to be handcuffed, or worse, if he happens to be walking down the street and is dressed the way teenagers dress,"" he said.The Obamas comments come after a spate of incidents that involve police and race -- in two cases, grand juries failed to indict police officers responsible for the deaths of unarmed black men, leading to angry protests.Some have called on Obama to take a firmer stand against aggressive police tactics."
875,"Many climbers dream of reaching the peak of the world's highest mountain at least once in their lifetime.Chhurim Sherpa has done it twice -- in one week.Guinness World Records formally recognized the 29-year-old's achievement last week, though it's been almost one year since she completed her historic double climb.
""But I did it -- I reached the summit on May 19, stood there for a little longer this time, about 25 minutes, and then headed to base camp in a day and a half,"" Chhurim said, describing the journey with such ease as if it were a trek for amateurs.To date, the total number of people who have successfully climbed Everest from the Nepalese side, according to the Expedition Department at the Ministry of Tourism, stands at 3,842."
876,"(CNN)Stephen Fry is off the market.The British actor and comedian, 57, married boyfriend Elliott Spencer at a private ceremony in the English county of Norfolk.He shared a picture of the happy couple signing  marriage documents.
""Gosh, @ElliottGSpencer and I go into a room as two people, sign a book and leave as one,"" he tweeted Saturday.
""Earlier this month, Fry talked about his upcoming nuptials.""Oh.
It looks as though a certain cat is out of a certain bag,"" he said. ""
I'm very very happy, of course, but had hoped for a private wedding.
""Fry has appeared in various movies, including ""The Hobbit: The Battle of the Five Armies."""
877,"On Thursday, the regime put Qubeir's suffering on terrorists and said the massacre was intended ""to be used to pressure Syria,"" state media reported.Your Take: Should the U.S. intervene in Syria?The video of the dead was posted on YouTube late Wednesday.
CNN could not independently verify its authenticity.Neither could United Nations observers who tried Thursday to reach Qubeir but were blocked by the Army as well as civilians.
The time has come, she said, for the world to unite around a plan to remove al-Assad.Nine days ago, U.N. Special Envoy Kofi Annan urged al-Assad to take bold and visible steps to change his military stance, to honor his commitment to an agreed-upon peace plan.But the opposite has happened.Syria: How a year of horror unfoldedAnnan told the General Assembly that shelling of Syrian cities has intensified, and ""government-backed militia seem to have free rein with appalling consequences."
878,"A Florida man accused of killing his parents with a hammer when he was 17 and then hosting a party pleaded no contest Wednesday to two counts of first-degree murder with a weapon.The move by Tyler Hadley, who previously pleaded not guilty, came less than a month before he was to stand trial for the July 2011 deaths of Blake and Mary Jo Hadley.Hadley could be sentenced, at a maximum, to life in prison without parole.
""No, sir,"" Hadley said.Authorities said Hadley beat his parents near and in the master bedroom of their Port St. Lucie home on July 16, 2011.In Wednesday's plea hearing, the prosecution said evidence shows that Hadley had been using drugs and was upset about his parents' plans to put him into a ""day treatment program."
879,"(CNN) -- President Barack Obama told a Labor Day crowd in Detroit that he's prepared to fight for a new job growth plan, defend organized labor and take steps to ""restore the middle class in America,"" while five Republican candidates hoping to defeat him next year all called for repealing the major legislation passed so far in Obama's presidency.The Republican presidential candidates participating in the Palmetto Freedom Forum in Columbia, South Carolina, which was televised on CNN, were unified in advocating the end of the health care reform law and the Wall Street reform measure passed by a Democratic-led Congress.They also all expressed strong anti-abortion views and their belief in marriage being between a man and a woman at the event set up by Sen. Jim DeMint, a leading tea party conservative.Meanwhile, in the early primary states of New Hampshire and South Carolina, other Republican presidential contenders ripped Obama's handling of the economy and pledged to take an economically battered America in a new direction marked by less spending and fewer regulations.The sharply differing visions raised new questions about the ability of top Democrats and Republicans to tackle pressing budgetary and other issues while positioning themselves for what promises to be a bitterly contested campaign next year.In a speech that likely previewed his scheduled address Thursday to a joint session of Congress to present a jobs plan, Obama directly challenged Republicans, whom he has accused of obstructing progress in order to score political points."
880,"""We are forced to have thoughts for ourselves, we are forced to question, we are forced to analyze what is going on, and in the end what we are also beginning to realize is that we can complain all we want and nothing much will happen or we can take responsibility in making things happen, of co-shaping life, and I think that's what's happening,"" says Rajani.Don't sit back, be part of the solution.
""I could see a whole new modeling practice where a government says, 'in order for us to succeed we need your help, we need your collaboration, we need your ideas, we need your critique.'"
881,"He's just in limbo, waiting to upgrade to a green card from his approved immigrant petition.In the immigration debate that has gripped the country, De la Torre is one of many legal immigrants who feel they've been overlooked.
Even though she had applied for a green card some time back, she says officials won't let her into the United States until she has it ""in hand,"" a process that could take up to a year.Gray joining the family in Canada is not an option -- he serves in the National Guard and is a full-time college student -- so they've been living apart for six months."
882,"Kevin Kobza, public information officer for the Fairhaven Police Department, said Saturday.At one point the night of Roy's death, he exited the vehicle and communicated to Carter that he was having second thoughts about taking his own life, Kobza told CNN.
""Instead of attempting to assist him or notify his family or school officials, Ms. Carter is alleged to have strongly influenced his decision to take his own life, encouraged him to commit suicide and guided him in his engagement of activities which led to his death,"" Gregg Miliote, director of communications for the Bristol County District Attorney's Office, said in a statement.Carter's lawyer, Joseph Cataldo, said Saturday that the evidence will show this was not manslaughter and that Carter attempted to console Roy on ""many occasions."
883,"(CNN)Ted Cruz is going on Obamacare.The newly announced Republican presidential candidate told CNN's Dana Bash on Tuesday that he will sign up for health care coverage through the Affordable Care Act -- a law he has been on a crusade to kill.
""We'll be getting new health insurance and we'll presumably do it through my job with the Senate, and so we'll be on the federal exchange with millions of others on the federal exchange,"" Cruz said.Asked whether he would accept the government contribution available to lawmakers and congressional staffers for their health care coverage through the ACA, Cruz said he will ""follow the text of the law."
884,"(CNN) -- A bear believed to be involved in this week's attack on a 54-year-old Florida woman has been caught and euthanized, a Florida Fish and Wildlife Conservation Commission spokeswoman said Thursday.The trapped bear closely fits the description of the animal involved in the attack, according to a statement from the commission.The 200-pound female bear was caught by commission biologists in the Longwood neighborhood where Susan Chalfant was mauled Monday night.Because the bear was caught within 48 hours in the vicinity of the attack, the decision was made to euthanize her.A female yearling bear was trapped Tuesday night, but it did not fit the description of the bear involved in the incident.Chalfant, who was walking her dogs at the time of the attack, was hospitalized for her injuries."
885,"Abidjan, Ivory Coast (CNN) -- The broadcast antennae for Ivory Coast's state news agency was targeted Saturday night by youths loyal to President-elect Alassane Ouattara, according to his representative to South Africa.Patrice Mallet told CNN that Ouattara supporters attacked Radiodiffusion-Television-Ivoirienne (RTI), calling it a ""tool"" used by disputed President Laurent Gbagbo ""to spread hate and xenophobia.
""Mallet also accused Gbagbo's armed youth league, known as the Young Patriots, along with armed forces loyal to Gbagbo, of committing ""gross human rights violations"" over the past week and a half during fighting that has left the commercial capital, Abidjan, in an increasingly lawless situation.People have been burned alive or gunned down in public because they are supporters of Ouattara, Mallet said."
886,"In 1994 Shakur accused producer Sean ""Puffy"" Combs and rapper Christopher ""Biggie Smalls"" Wallace with being involved in an incident at a New York studio in 1994 in which Shakur was shot.Both Combs (who over the years has also been known as ""Puff Daddy, ""Diddy"" and ""P. Diddy"") and Wallace denied the accusations.
Many took the comments as a direct dig at Combs, who often appeared in his artists' music videos.The following month Jake Robles, a Death Row employee, was killed during a late-night party in Atlanta in which both Knight and Combs were present with their entourages.
Those from Knight's camp blamed Combs' bodyguard, and the death brought public visibility to what was known as the East Coast/West Coast rap war.Knight was driving the car in which Shakur was a passenger when the rapper was shot to death in Las Vegas in 1996."
887,"Beijing (CNN) -- An outbreak of polio has been confirmed in China for the first time since 1999, leaving one person dead and hospitalizing another nine, according to the World Health Organization (WHO).The disease, a contagious viral illness that in its most severe form causes paralysis, difficulty breathing and sometimes death, broke out in the prefectures of Hotan and Bazhou in the country's western Xinjiang province.Among the ten cases confirmed, six are in children under three years old and four are young adults.The WHO said evidence indicates the virus is genetically linked to polio cases currently circulating in Pakistan, which borders Xinjiang."
888,"New York (CNN) -- Charges are likely to be reduced against the bikers who were arrested and charged in connection with the beating of an SUV driver on a Manhattan street in September, a Manhattan District Attorney spokeswoman told CNN.Prosecutors said Friday that charges would likely be reduced on the next court date because of the lack of serious physical injury, the spokeswoman said.The reduced felony holds a penalty of five to 15 years -- the original charge holds a penalty of eight to 25 years, the spokeswoman said.Footage of the incident recorded from another biker's helmet camera went viral after it was posted online.Authorities say SUV driver Alexander Lien was chased by bikers after he initially bumped one during a biker rally."
889,"Rome (CNN) -- Italian Prime Minister Silvio Berlusconi called into a television talk show Monday night during an episode discussing claims that he had paid prostitutes for sex, lashing out at the program's host for running a ""television brothel.
""I beg you to moderate the tone of your voice,"" he said.Berlusconi then apparently hangs up.Find out what Italian women think of the scandalProsecutors are investigating claims that Berlusconi paid for sex with an underage girl and say three of his associates -- Nicole Minetti, Emilio Fede and Lele Mora -- helped arrange liaisons for him.Milan prosecutors started the investigation in December after Berlusconi called police and urged them to release the girl from jail, where she was being held on charges of theft.The girl, identified as nightclub dancer Karima El Mahrough, was 17 at the time of the alleged activity, from February until May."
