,0
425,"(CNN) -- Another day, another reason to cheer -- after a week of tears.Five days after 19 firefighters died while battling it, the Yarnell Hill Fire northwest of Phoenix, Arizona, was 90% contained, official Twitter and Facebook pages tied to the firefighting effort reported Friday evening.That's an upgrade from the 80% containment from earlier in the day, and well above the 45% mark Thursday.Authorities had announced they'd expected the blaze to fully under control by July 12, though it now seems they are ahead of schedule.Still, there's a lot of recovery to do -- physically, economically and emotionally.The latter is tied largely to the sudden deaths last Sunday of 19 members of Prescott Fire Department's Granite Mountain Hotshots, in what ended up being the deadliest day for U.S. firefighters since the September 11, 2001, terrorist attack in New York.The fallen firefighters: Who they whereOfficials have said it appears that, after conditions changed rapidly, the 19 lied down under fire shelters -- blankets meant to protect against flames and heat as a last resort against an inferno."
426,"As we have learned more about the insularity of the Penn State football program, McQueary's inaction that evening becomes, if not altogether understandable, at least somewhat easier to comprehend.What's more, CNN is among the news outlets reporting that Gary Schultz, Penn State's former vice president for finance and business, kept a secret file on Sandusky that included e-mails among administrators about inappropriate behavior.This not only contradicts previous statements by administrators; it suggests that McQueary's initial statements in 2001 were more forceful and clear than they've been portrayed.Asked about the incident in the trial, McQueary admitted, ""I've said repeatedly I didn't do anything physically to stop it."
427,"In this, some party faithful see Ryan and his budget as an indication that the party is on the right path.Ryan's budget shows ""the Republican Party is sticking to its principles of fiscal responsibility,"" said Ron Bonjean, a veteran GOP strategist for several congressional leaders and partner at the communications firm Singer Bonjean Strategies.The lessons the overall party ""learned were more about the presidential candidate"" and less about the broader party, he said.White House charm offensive does not extend to Ryan budgetWhite House officials, speaking on condition of anonymity, essentially accused Ryan of misreading last November's election in releasing a spending plan on Tuesday that seeks to unravel much of the Obama domestic agenda.Ryan said repealing the president's health care law is critical to efforts to balance the budget."
428,"(CNN) -- American Webb Simpson has spoken about his delight at securing his first PGA Tour victory at the Wyndham Championship in his native North Carolina.Simpson, who caddied for his compatriot Neal Lancaster at a Pro-Am event ahead of the Greensboro tournament when he was a teenager, finished on 18-under-par, three-shots clear of fellow-American George McNeill.
""I really couldn't think of a better place to win than here in Greensboro,"" the 26-year-old told the PGA Tour's official web site.Simpson carded a bogey-free final round to seal his triumph and move into third position in the standings for the season-ending Fedex Cup."
429,"(CNN) -- When the Department of Justice shut down Megaupload.com last month, it wasn't just Megaupload users' files that went offline.The move prompted changes in the way other file-hosting sites share content and shook up anti-abuse departments across the industry.Since the federal crackdown, third-party aggregate sites no longer link to Megaupload's video host, Megavideo, which has also been shut down.File host videobb did not respond to questions from CNN regarding its anti-abuse policies, but links to the site's content were noticeably absent from sites like Side Reel following Megaupload's shutdown.
The site's founder told TorrentFreak that recent legal action against Megaupload and other similar services was behind his decision.The Department of Justice has accused Megaupload of willfully breaking copyright law and trying to cover up its actions by hiding illegal materials from the site's public page."
430,"(CNN) -- Cuba recently eased restrictions on car imports and acquisitions in the country, doing away with a law that made icons of its old American Pontiacs and Chevys.Though there have been some reports that new cars are so far prohibitively expensive for most locals, some fear the easing of the law spells the beginning of the end for these vehicular stalwarts.We asked iReporters to send in images of the country's beautiful vintage U.S. cars -- have a look at some of the best in the gallery above and send in your own."
431,"""Over the summer, Thompson's nascent non-campaign campaign ran into turbulence with the departure of several staffers, including veteran Republican campaign adviser Tom Collamore, who left after disagreements with the candidate's wife, Jeri, over organization and staffing decisions, according to Republican sources familiar with Collamore's decision.Jeri Thompson, 40, was a GOP media consultant before marrying Thompson in 2002.The political world was also roundly unimpressed with the $3.4 million Thompson's exploratory committee raised during its first month of operation in June -- a fundraising pace far weaker than his GOP competitors.Despite those bumps and his late start, Thompson has said he believes his campaign is still well-positioned to win the nomination.Thompson's government service goes back to 1969, when he became a federal prosecutor in Nashville.His profile went national in 1973, when he was appointed as the Republican counsel to the Senate Watergate Committee investigating misdeeds by President Richard Nixon and members of his staff.During televised hearings that riveted the nation, it was Thompson who famously and dramatically asked White House aide Alexander Butterfield about the existence of tapes made of Oval Office conversations, which would eventually turn out to be Nixon's undoing.After Watergate, Thompson returned to Tennessee to practice law."
432,"Zegers suggested this guess was made by a layperson instead of a medical authority because it was a term widely used to describe symptoms instead of an actual medical diagnosis.Although a rash is a symptom of scarlet fever, which is also caused by strep bacteria, it's more likely that Mozart's death was due to strep throat, Zegers said.None of the people who were with him during the last weeks of life reported that he had a rash, suggesting that he had the rash only at the time of his death.
Health.com: Four things you didn't know about natural medicineWhat's more, Mozart was reported to have had a fever in the fall of 1791, which may have been caused by the initial strep infection, the researchers say."
433,"Interestingly, many of the common sense distribution laws that would force a safer distribution of firearms are in place for other industries that sell products that can cause harm.Opinion: A father's murder, a plea on gun controlFirearms product diversion involves the seepage of guns from legal channels of distribution into illegal hands.To prevent this from occurring, firearms manufacturers have the opportunity to implement distribution safeguards, common across many of the industries that manufacture products that can cause harm (such as explosives, fireworks, and pharmaceuticals).Such safeguards include manufacturers training their dealers and distributors to identify and handle illegal purchasers at the point of sale, developing a code of conduct for distributors, and requiring them to implement record keeping measures in order to keep guns out of the wrong hands.Gabby and Mark: The new 'Bradys' of gun controlThe notion of safeguarding is important because a recent study found that 1 in 9 (11%) of handguns distributed into legal channels in 1996 were found to have been used in crime by 2000."
434,"""But the ACLU of Florida, which has already filed suit against Scott over a measure requiring government employees to undergo random drug testing, disagrees, and may sue over the welfare law as well.
The aid recipients would be responsible for the cost of the screening, which they would recoup in their assistance if they qualify.Those who fail the required drug testing may designate another individual to receive the benefits on behalf of their children, and do not receive a refund for the test.Shortly after the bill was signed, five Democrats from the state's congressional delegation issued a joint statement attacking the legislation, one calling it ""downright unconstitutional."
435,"""Every successful movement begins with a grievance and turns into an agenda,"" said Bill Galston, a senior fellow at the Washington-based Brookings Institution.By linking up with black church leaders, he said, the group can tap into a community with years of experience in social movements.Since September, activists have gathered to draw attention to corporate greed and the excesses of the so-called 1%, a reference to the nation's elite, who protesters say wield disproportionate influence over the rest of the country.Their message, though popular, has also been criticized for its lack of focus.But on Wednesday, church leaders outlined a more specific call to lawmakers, asking for a moratorium on foreclosures, an increase in federal Pell grants to students and added national funding for job training.In past months demonstrators have largely shunned established political figures, wary of being co-opted by outside influence."
436,"The guests were served slices of christening cake, which is a tier taken from William and Catherine's 2011 wedding cake.Prince William interview: Future king talks fatherhood, baby George'What a gift'In a short video posted on his website, Welby spoke of the significance of the baby prince's baptism, which will see him ""join the family of the church,"" numbering almost 2 billion people around the world.Welby said any christening was a moment for the parents to celebrate the birth of their child, royal or not.
He's the first royal baby to be honored with a christening coin from the Royal Mint.The design of the coins, produced by the mint in a range of sizes and materials, has been approved by his parents and the Queen, the Royal Mint said.The public can buy the keepsakes, which start at 13 pounds ($21) for the simplest type but rise to a whopping 50,000 pounds ($80,000) for a version containing a kilogram of gold.A historic look at royal baby clothesService detailsPrince George's christening  ceremony included two hymns, two lessons and two anthems, according to Kensington Palace.Prince Harry read him a lesson form John 15:1-5, and his aunt Pippa Middleton read Luke 18:15-17.The music started with a processional, Bach's ""Fantasia in G,"" played on organ.The Choir of Her Majesty's Chapel Royal, made up of six men and 10 boys, sang the anthem ""Blessed Jesu!"
437,"""There is hope of a revival.Pangilinan-Gonzales reveals that local business leaders may use Paskuhan -- now also referred to as Hilaga Park -- as part of a plan that would see San Fernando host an international lantern festival during the 2015 APEC summit.Decking the global halls with parolsIt won't be the first time the Philippines parol shines on the global stage.In 1993, an island-shaped float featuring a 10-foot parol by master artisan Quiwa won the Hollywood Christmas Parade.A year before, at the World Expo in Spain, the Philippines vaunted four giant parols, pleasing crowds that included former Philippine president Corazon Aquino."
438,"Those remaining outside the ruling coalition make up the opposition.Thirty-four parties will participate in the 2009 elections, including major parties such as Kadima, Likud and Labor and also three Arab parties.The task of forming and leading a government is charged by Israel's president to the Knesset member and party leader considered to have the best chance of forming a viable coalition.The prime minister-designate then has 28 days, extendable by 14 days, to build a coalition commanding the support of at least 61 Knesset members.Officials results are due to be published on February 18 with the new Knesset convening on March 2."
439,"In our view, this is a positive,"" said RBC's Amit Daryanani.Comparing Apples To AndroidsBut for all the hope and the hype that surrounds Apple, Android smartphones reign supreme in terms of market share by operating system.Investment research firm Morningstar says Apple has much work to do in 2013.
This also represented a 91.5% increase over the same quarter in 2011, according to International Data Corporation.Apple's iOS claimed just under a 15% market share in the same period.Apple's next cropDespite the recent release of the iPhone 5, analysts are already looking ahead to Apple's potential product releases for 2013 to pull the company's share price up.
""One analyst from Jefferies predicts an iPhone 5S may ship in the summer of 2013 and that iPhone 6 prototypes already exist.Speculation is also growing that Apple may debut an Apple television set, a so-called iTV, by the fall of 2013."
440,"If Florida state Rep. Kelli Stargel's bill becomes law, public school teachers will be required to grade the parents of students in kindergarten through the third grade.The parents' grades of ""satisfactory,"" ""unsatisfactory"" or ""needs improvement"" would be added to their children's report card.Stargel, a Republican who sits on several education legislative committees, says that parental involvement is key to educating children for years to come.As the mother of five, Stargel says, she understands the importance of her role in educating her children.
""""The thought has never entered my mind to grade a parent,"" she said.Teachers agree that parental involvement is crucial to a child's education."
441,"Antakya, Turkey (CNN) -- Demonstrators congregated in central squares in Istanbul on Sunday, blowing giant bubbles, blaring music and chanting ""down with the government"" for a ""Peace Day"" rally.The annual anti-war protest was organized amid a Turkish government effort to push the U.S. to intervene militarily in neighboring Syria.Turkey's prime minister has made no secret of the fact that he would like the U.S. to lead an effort to topple Syrian president Bashar al-Assad.On condition of anonymity, Turkish government officials have shown respect for the American democratic decision-making process, while also expressing disappointment at President Barack Obama's announcement Saturday that he would seek congressional approval before launching any attack on Syria.
It should bring the regime to the brink of giving up,"" Erdogan said.Erdogan's outspoken opposition to the al-Assad regime, and his government's overt and covert support to armed Syrian rebels, have proven divisive in Turkey.A senior Turkish official concedes that the Syrian policy has been criticized as ""un-Islamic"" by some influential members of Erdogan's ruling Justice and Development Party."
442,"(CNN) -- Wait a minute, didn't spring start last week?Apparently not.Folks in more than a dozen states, from Missouri to New Jersey and down to North Carolina and Tennessee, navigated dogged precipitation to get to work or school Monday morning.As of 2 p.m. Monday, the National Weather Service had placed a dozen states under winter weather advisories, and most of those states were also subject to the more severe winter storm warnings.Accumulations of up to 7 inches were expected in places such as St. Louis, Indianapolis and Pittsburgh.
Forecasters predicted some areas would receive a foot of snow.Mix in blustery winds, and it's a bit of a mess.Photos: Spring is here ... sort ofTime to break out the sledsMore than a foot of snow blanketed St. Louis on Sunday, making it the snowiest single March day ever in the Gateway City, and the second-snowiest day, no matter the month, dating back to 1892."
443,"In the preceding chapter, Abraham asks God to agree that if he can find 10 good people in the town, God won't smite it.
God agrees.Lot is visited by divine emissaries to investigate if there are indeed enough good people to save the town.
There apparently aren't enough good men to save Sodom, which leads to God destroying yet another population in Genesis.Oh, and while Lot's chosen family members flee the destruction, Lot's wife turns around and is turned to salt.
I can't believe in that kind of God.There were much easier things to write about this week in the pages that I read."
444,"Becoming a mainstay on a show like ""The X Factor,"" and showing off her personality each week, could reignite the level of fame Spears experienced in the early 2000s, Greene added.Referencing the way Lady Gaga uses Twitter to stay connected to her fans, which she often calls her ""little monsters,"" Greene said, ""(Gaga) is part of their daily life, while Britney is not.
""While ""The X Factor"" played hardball in the ratings game last fall, fluctuating from 8.5 to 12.5 million viewers each week, the singing competition underwhelmed critics thanks to Simon Cowell's prediction that anything less than 20 million in viewers would be unacceptable.However, with Spears at the judges' table, ratings probably won't be a concern, Gallo said."
445,"(CNN) -- Tiger Woods led the world's elite in their fightback against the 'Blue Monster' Saturday as a six-under 66 left the 14-time major winner in touching distance of an unlikely victory in the WGC-Cadillac Championship in Florida.Woods, who almost did not start the tournament after suffering back spasms at the Honda Classic last week, opened with a four-over 76 Thursday and his chances of defending the title looked slim.They improved in the second round where high winds caused carnage on the 7,400 yard course, which has been toughened up by designer Gil Hanse.A total of 113 balls found the water on the Trump National at Doral, but Woods moved up the field with a one-over 73, including a miraculous 91-foot birdie putt.In lighter winds of around 10 mph (16 kph) the scoring was better Saturday and Woods took full advantage with eight birdies and just two bogeys.It left him three adrift of fellow American Patrick Reed, who carded a three-under 69 for four-under 212 going into the final round.Hunter Mahan and Jason Dufner, who shot the next best round of 68, were tied second on two-under."
446,"(CNN) -- President Barack Obama's State of the Union address Tuesday night is likely to be the most important domestic speech that he gives during the rest of his presidency -- but not for the reasons commonly cited.Conventional wisdom holds that the address offers the president the biggest platform -- and audience -- he will have to lay out his agenda and priorities for the next four years.Environmentalists are eagerly awaiting his promises on regulation of existing coal-fired power plants, on the Keystone XL pipeline and on international climate negotiations.
That will in turn set off new rounds of squabbling and the likelihood that for months if not years to come, the nation will careen from one mini-crisis to the next, failing to solve underlying problems.For Obama, economists from Paul Krugman to Larry Summers have argued for some time that jobs and growth would be best served by a two-stage process: new spending on infrastructure and the like in the near term (more stimulus) followed by iron-clad reductions in deficits over the long haul."
447,"That's why he started The Humblefactory.Located in Seattle, Washington, Humblefactory aims to develop and design tools that help ""makers"" around the world build items that more mainstream manufacturers can't ... or won't.From designing actual tools to researching the best ways to create small manufacturing businesses in urban areas, The Humblefactory is designed to spur a movement that, in itself, was spurred by modern business practices.Muren says that, even with history's largest range of mass-produced products available on the market, they're just that -- mass produced.
""Or the DODOcase, which he says single-handedly saved a 50-year-old book-binding company in San Francisco and allowed them to add 10 new jobs during the height of the recession.The maker movement he aims to support, Muren says, isn't just about making new products available."
448,"(CNN) -- The family of the man authorities say was dismembered by a Canadian porn actor called for the suspect's quick extradition Tuesday and expressed hope that their ""devastating situation"" could become something positive.Jun Lin, a 33-year-old student at Montreal's Concordia University, was killed in late May in one of the city's grisliest crimes in years.
Other parts, including his head, are still missing.The family thanked the people of Montreal, who stepped up to support their travel; and Concordia, which has set up an award in their son's name to assist Chinese students -- a move the family said ""perfectly reflects Jun Lin's compassionate spirit."
449,"The next night, supermarket executive Leno LaBianca and Rosemary LaBianca were tortured and killed inside their home near Hollywood.Fast facts: Manson family murdersSince then, Charles Manson, who was convicted of orchestrating the murders, has been the focus of continued fascination.
""People seem to be fascinated by things that are strange and bizarre,"" says Vincent Bugliosi, sitting in his Los Angeles-area living room.Bugliosi is the man who prosecuted Manson and his ""family"" and co-wrote the book ""Helter Skelter: The True Story of the Manson Murders.""
With more than 7 million copies sold, it is still the best-selling true crime book.Bugliosi believes people are still fascinated by the Tate-LaBianca murders for two reasons: the gruesome nature of the murders and the lasting image people have of Charles Manson, with the maniacal stare and the swastika on his forehead."
450,"Havana, Cuba (CNN) -- A report released by Cuba's Interior Ministry Friday blamed a Spanish politician for the car crash on Sunday that killed Oswaldo Paya, a prominent Cuban dissident and indicated he could face criminal charges.Earlier Paya's family had cast doubt on the government's assertion that the crash was the result of an accident and said they believed Paya had been targeted.Paya was traveling with another Cuban dissident Harold Cepero, Spanish politician Angel Carromero and Swedish politician Jens Aron Modig when the rental car they were driving in crashed Sunday near Las Gabinas, Cuba.Read more about how the details of the crash are disputedThe Cuban interior ministry report said that the crash took place when Carromero, the driver of the rental car, failed to slow down as the car reached a section of road being repaired.The report quoted witnesses as saying the car was traveling more than 100 kilometers per hour (60 mph) when it lost control, went off the road and crashed into a tree.The report noted that it is against the law in Cuba to drive above 60 kilometers per hour on an unpaved road and to lose control of a vehicle.Spain's Embassy in Havana had earlier said Carromero was behind the wheel when the crash occurred and that Carromero, was mentally traumatized by the accident.Neither Paya nor Cepero were wearing seatbelts, the statement said."
451,"""The deal was signed last week by Yanukovych and Russian President Dmitry Medvedev.Tymoshenko said it violated part of the Ukrainian Constitution, which forbids the country from hosting foreign military bases after 2017.The deal extends Russia's lease of a major naval base in the Black Sea port of Sevastopol for an additional 25 years, in exchange for a 30 percent cut in the price of natural gas that Russia sells to Ukraine.The agreement may bring an end to years of disputes over natural gas prices, which culminated in Russia turning off the pipeline to Ukraine.The dispute affected not only Ukrainians, but many Europeans who depend on Russian gas pumped through Ukraine.The two countries had been at odds ever since the ""Orange Revolution"" swept Yanukovych's fiercely anti-Russian predecessor Viktor Yushchenko to power in 2005.Throughout his time in office, Yushchenko repeatedly threatened to expel Russia's Black Sea Fleet from Sevastopol."
452,"And each time, it has followed through on its threat.In the latest video, ISIS did not show images of another Westerner targeted for beheading.
Terror group suffers setbacks in IraqThe U.S. says it is making progressSince beginning airstrikes in August, U.S. officials have touted successes in disrupting ISIS communications and logistics, slowing its advances and forcing fighters to disperse into smaller formations.Earlier this month, President Barack Obama said the fight was entering a new phase that would rely heavily on Iraqi ground troops and other local fighters.More recently, U.S. officials have suggested more openness to a role for U.S. ground forces in the fight.Joint Chiefs of Staff chairman Gen. Martin Dempsey testified last week that commanders are ""certainly considering"" the prospect that U.S. forces might be needed to retake the Iraqi city of Mosul, currently held by ISIS.In the latest ISIS video, the narrator taunted Obama to do just that.Hostages tortured before beheadings"
453,"For Williams to be the Cronkite of the Internet Age on NBC News, he had to be dramatic, not steady; pithy, not ""aw shucks""; au courant, not a throwback to the days of Lowell Thomas.
At his worst he doubles as a multimedia showman, the class clown, eliciting laughs by lampooning his own nightly news straight-man act.What Williams has accomplished with this progressive strategy -- a postmodern approach to the patriarchal voice-of-God news anchor -- is to prove that he isn't a stuffed shirt, that he is self-deprecating like Cronkite.
Media critics have lauded Williams' two-act juggle: serious newsman and surprisingly funny clown.But what Williams failed to consider was that death -- in either war (Iraq) or national disaster (Katrina) -- shouldn't have a showman front and center."
454,"""The U.S. Transportation Security Administration adjusted security procedures in 2007 to include provisions for ""bulky"" clothing that includes headwear, according to an agency statement.Removal of all headwear is recommended, it said, but the rules are meant to accommodate passengers who may not want to remove the items for religious, medical, or other reasons.Transportation officials would not confirm whether ""advanced imaging technology"" can sufficiently see through turbans, citing security reasons.Despite the advent of the advanced technology, transportation security officers are permitted to use ""professional discretion"" in determining if a particular item of clothing should be subject to further screening, according to the statement.Authorities say the policy has remained unchanged since 2007, but Sikh advocacy groups argue that airport security procedures were recently ramped up to include extra screening for all turban-wearing passengers.Singh said U.S. Sikh groups that had once observed ""a patchwork of [airport security] policies"" are now witnessing a process in which ""all turbans are searched."
455,"'Night soil'It's called manual scavenging -- the removal of human waste or ""night soil"" from sites where there is no flush system.Though the Indian parliament passed The Employment of Manual Scavengers and Construction of Dry Latrines (Prohibition) Act, in 1993 and reinforced the ban in 2013, private contractors hired by the municipal government continue to employ them.Ganesh Shinde, 42, has been doing this job since 2007.
""Now I am used to it,"" Shinde says, admitting he found it hard when he first started the job.Dehumanizing and dangerousAnother manual scavenger, Sunil Chavan, who works in a different part of Mumbai says he would throw up every day when he started working.
TISS says in Mumbai alone, an average of 20 sewer workers die each month from accidents, suffocation or exposure to toxic gases.Caste systems persistsMost manual scavengers are Dalits -- people belonging to the lowest strata of India's caste system."
456,"In the very first primary election after passage of the Voting Rights Act, that began to change.In Alabama in 1966, Lurleen Wallace was standing in for her husband, George Wallace, who was unable to run again because of term limits.
Martin Luther King Jr. and Alabama's two largest black political groups, the Confederation of Alabama Political Organizations and the Alabama Democratic Conference, groups shunned by white candidates.Other candidates, once intensely racist, surprisingly followed Flowers' lead.Al Lingo -- head of Alabama's State Troopers and one of the architects of Bloody Sunday, the assault on Selma-to-Mongomery marchers on March 7, 1965, by state troopers and deputies -- sought black votes in his race for Jefferson County sheriff."
457,"Kung fu movie star Jackie Chan says he ""takes responsibility"" for the drug charges laid against his son, 32-year-old Jaycee Chan, in Beijing.Police detained the junior Chan, who is originally from Hong Kong and also an actor, as well as Kai Ko, a 23-year-old Taiwanese actor, during a raid on August 14 in Dongcheng district, Beijing, state media said.Both men tested positive for marijuana.Jackie Chan publicly addressed the incident for the first time on Wednesday evening, through messages posted on his account on Weibo, a Chinese microblogging platform.The star of ""Rush Hour"" wrote that he felt ""extremely furious"" and ""extremely shocked"" at the news of his son's drug woes, adding that Jaycee's mother is ""heartbroken."
458,"(CNN) -- Novak Djokovic and Maria Sharapova progressed to the fourth round of the Miami Masters on Sunday, neither impressed with their form as they battled windy, hot conditions.Djokovic, seeking to emulate Andre Agassi -- the only man to win at Key Biscayne three years in a row, from 2001-03 -- beat 254th-ranked Indian Somdev Devvarman 6-2 6-4.
11 Gilles Simon.Sharapova has been in four title matches in Miami, including the last two, and come away emptyhanded every time.She is seeking to become only the third woman to win the Indian Wells/Miami double in the same season, and kept alive her hopes with a 6-4 6-2 win over fellow Russian Elena Vesnina, the 29th seed."
459,"(CNN)The Syrian military claims to have shot down a U.S. drone, state media reported Tuesday.
""Syrian Air Defense systems shot down a U.S. UAV (unmanned aerial vehicle) north of Latakia Province,"" the state-run Syrian Arab News Agency said.The U.S. military lost contact with a MQ-1 Predator drone over Syria, a U.S. official said Tuesday.
The drone was believed to be conducting a reconnaissance mission near the Port of Latakia.The United States has used drones for surveillance and targeted killings, allowing missions to be carried out without risking the lives of U.S. military personnel.
More than 70 countries now have some type of drone, according to The New America Foundation.CNN Explains: U.S. dronesCNN's Barbara Starr contributed to this report."
460,"New York (CNN) -- The suspect wanted in connection with the hit-and-run crash that killed a Brooklyn couple and their unborn child this week turned himself in to authorities in Pennsylvania on Wednesday, New York police said.Julio Acevedo, 44, was arrested after a friend helped facilitate his surrender in the crowded parking lot of a mini mart in Bethlehem, Pennsylvania, said Deputy Commissioner Paul Browne of the New York Police Department.The friend, Derrick Hamilton, traveled with detectives and a deputy U.S. marshal to the site.
During that call, Acevedo said he was trying to get away from someone shooting at him when he crashed, according to WABC.Police say Acevedo was going about 60 miles per hour early Sunday when the BMW he was driving crashed into the side of a livery cab carrying Nathan and Raizy Glauber, both 21."
461,"WASHINGTON (CNN) -- Wendell Potter knows a little something about the health care industry's practices and is not afraid of to speak out as the health care reform debate heats up around the country.Wendell Potter once was a vice president in the public relations department for insurance giant Cigna.The former vice president of corporate communications at insurance giant Cigna, who left his post, says  the industry is playing ""dirty tricks"" in an effort to manipulate public opinion.
""When that business comes up for renewal, the underwriters jack the rates up so much, the employer has no choice but to drop insurance,"" Potter had said.In an e-mail to CNN, Cigna spokesman Chris Curran denied the company engages in purging."
462,"(CNN) -- Police arrested a man wearing ""Joker"" makeup at a Florida movie theater Wednesday after someone reported the man acting suspiciously, the Melbourne Police Department said.When police arrived at the Premiere Theatre, they found 21-year-old Christopher Sides with his face painted like the Joker from the Batman movies and his hair dyed pink.They discovered a warrant for his arrest for failure to appear on a previous misdemeanor charge and took him into custody, police said.The incident caused extra concern because of the July shooting at a Colorado movie theater in which suspect James Holmes, with his hair dyed various shades of orange, identified himself to police as the Joker."
463,"(CNN) -- The Department of Veterans Affairs said Wednesday it will apologize to veterans who were mistakenly told they'd been diagnosed with a fatal neurological condition.Brent Casey said went into a ""meltdown"" when he got a letter from the VA saying, erroneously, that he had ALS.Letters were sent August 13 to 1,864 veterans and survivors, the VA said in a written statement.
""VA employees are personally contacting these individuals to ensure they understand the letter should not be confused with a medical diagnosis of ALS, explain why they mistakenly received the letter and express VA's sincere apologies for the distress caused by this unfortunate and regrettable error."
464,"NYU Abu Dhabi is a second ""portal campus,"" along with our long-standing campus in New York; these are the anchors and basic hydraulics of a network that also knits together 12 other academic sites.The global network university allows faculty and students to move seamlessly through the network  and around the world without separating themselves from the university's intellectual community and resources.
The result is more than an internationalized university with loose connections between a central location and branches around the globe; instead, the talent and assets become fully available to enhance research and learning in every other part.In higher education, nothing is more powerful than a good idea."
465,"Sydney, Australia (CNN) -- Rising floodwaters cut off the last ground route into the eastern Australian city of Rockhampton on Monday, as police pegged the number of people affected by prolonged flooding at 200,000.Flooding also put increasing pressure on the southern Queensland cities of St. George and Surat, even as floodwaters receded in the communities farther to the north, including Emerald.Police said ten people have died as a result of flooding since November 30.The latest fatality involved an occupant of a car that tried to cross flooded ground between Muttaburra and Aramac in western Queensland, according to police.Police have not recovered the man's body, but they presume he drowned after the car was swept away by swift waters Sunday."
466,"Now, almost 40 years after her disappearance, her aging parents, Shigeru and Sakie Yokota, have traveled to Mongolia to meet her daughter -- their granddaughter.In a series of meetings in Ulan Bator arranged by Japanese and North Korean foreign ministry officials, the Japanese couple met 26-year-old Kim Eun-gyong,  her husband and 10-month-old daughter.
""The meeting took place as North Korea's bellicosity is once again on the rise, with reports that the Stalinist state has fired a number of short-range missiles into the sea off its east coast.After 40 years in North Korea, escapee returns to Seoul'Unspeakable atrocities' in North KoreaNorth and South Korea hold first family reunion in three years"
467,"As of Sunday morning, that was down to about 160,000 customers.Map: See images of destruction, recovery across the East CoastIn Baldwin Harbor, on New York's Long Island, Paul Walters used a flashlight to survey the storm debris pulled from his home and those of his neighbors: Damaged mattresses, boxes of books and papers, and destroyed floor lamps.But it is the ongoing power outage that has proved most frustrating for Walters, who told CNN affiliate WCBS in New York late Sunday that he was ""frustrated, emotionally drained"" by the experience.Bundled up in a heavy jacket and knit cap, Walters joined hundreds over the weekend in Baldwin Harbor to protest a Long Island Power Authority requirement that every home undergo an inspection before power was returned.The ruling drew the ire of residents, who are battling the cold while trying to clean up their homes.Some residents took to the streets in areas of the Nassau County community with handmade signs."
468,"Islamabad, Pakistan (CNN) -- After days sitting in freezing temperatures next to their slain loved ones, the families of dozens of bombing victims will end their protest and bury the bodies, a protest organizer said.Relatives had camped out at major intersections of Quetta since late last week to protest the deaths of 97 residents killed by a series of bombings on Thursday.The deadliest blasts were two suicide bombings in a predominantly Shiite neighborhood known as Alamdar Road.
A banned Sunni militant group claimed responsibility.A third explosion in killed 12 people in Quetta, the capital of Balochistan province, on Thursday.
Police blamed Baloch insurgents for that blast.Although Balochistan is the largest province in Pakistan geographically, analysts and some locals have criticized the federal government for neglecting it, leading to instability.The Shiite community has repeatedly asked for more protection, but to no avail.On Sunday, Pakistani Prime Minister Raja Pervez Ashraf met with Shiites in Quetta, Pakistani media reported.Ashraf addressed protestors who participated in the protest sit-in."
469,"""You can think big, but remember, you shouldn't always say everything you think if you're running for president, because it has consequences around the world,"" Sen. Hillary Clinton said during a 90-minute Democratic presidential forum in Chicago sponsored by the AFL-CIO.Chicago is Obama's hometown, and Clinton's statement drew boos.
""He also said Americans had the right to participate in the debate over such a key aspect of American foreign policy.But Clinton countered by saying that while U.S. forces might have to pursue action inside Pakistan ""on the basis of actionable intelligence,"" it was ""a very big mistake to telegraph that and to destabilize the Musharraf regime, which is fighting for its life against the Islamist extremists who are in bed with al Qaeda and the Taliban."
470,"Fighting to keep his seat against GOP challenger Rep. Tom Cotton, Pryor has also sought to strike a balance between the politics of his state and on the national level.For example, he backs a minimum wage hike that's on the ballot in Arkansas, but he opposes Obama's proposal to raise the federal minimum wage to $10.10.Like other vulnerable Senate candidates -- such as Shaheen, Udall and Hagan -- Pryor has also called for travel restrictions to help prevent Ebola from spreading to the United States, a policy the Obama administration has not pushed.Pryor made headlines earlier this month when he sounded unsure of how to answer a question about Obama's handling of the Ebola situation."
471,"Implementing the court's ruling would result in up to 58,000 prisoners being released, Cate said, describing it as a threat to public safety.He disputed the court's contention that the prisons are unsafe the way they are now.But in 2006, Schwarzenegger declared a state of emergency because of ""severe overcrowding"" in California's prisons, saying it had caused ""substantial risk to the health and safety of the men and women who work inside these prisons and the inmates housed in them.
He said the ruling would affect those in jail for three or four months because of parole violations, those getting early release dates, and those who might qualify for early release for taking part in rehabilitation programs.A final ruling also probably would reduce the number of people entering the prison system, with many being diverted through the courts and into rehabilitation programs instead of going to jail, Specter said."
472,"The sound is a danceable track heavy on guitar and percussion.With his sultry voice, soulful lyrics and way of mixing the traditional island rhythm with more current hip-hop and R&B beats, Santos is considered a pioneer of the genre, nearly single-handedly making it a mainstream success.Santos began his career as lead singer of the group Aventura in the mid-1990s but has since ventured on his own.He just released ""Formula Volume 2,"" the sequel to his hugely successful first solo album, 2011's ""Formula Volume 1.""
While both solo albums include English language tracks, he says bachata and Spanish are his strong suits, and rather than making an all-English album, Santos said he encourages the English-speaking audience to cross over, too -- into his world."
